uuid,x,y,date,season,rained,planted
85405673,31.202,-9.556,2016-10-24,2,NA,0
85867e62,27.111,-16.933,2016-10-24,2,0,0
85f03621,26.938,-16.513,2016-10-24,2,0,0
868c621b,26.827,-16.611,2016-10-24,2,0,0
86d2aec9,26.797,-16.877,2016-10-24,2,NA,1
890ca2c8,27.107,-16.94,2016-10-24,2,0,0
897c6236,27.336,-16.834,2016-10-24,2,0,0
897e4909,26.977,-16.819,2016-10-24,2,0,0
898e8a07,26.961,-16.921,2016-10-24,2,0,0
8b816f5f,27.255,-16.915,2016-10-24,2,NA,0
8cc611ed,26.947,-16.483,2016-10-24,2,0,0
8d130d52,26.874,-16.252,2016-10-24,2,0,0
8d2db211,26.934,-17.036,2016-10-24,2,NA,0
8d690816,26.936,-16.744,2016-10-24,2,0,0
8da4a6d6,26.858,-16.594,2016-10-24,2,NA,0
8dd5fd9f,26.864,-16.599,2016-10-24,2,NA,0
8ec3639d,24.784,-13.202,2016-10-24,2,NA,1
8f709944,26.865,-16.599,2016-10-24,2,0,0
90a76991,26.944,-16.757,2016-10-24,2,0,0
91332f7e,27.293,-16.745,2016-10-24,2,NA,0
9195ad7e,26.955,-16.913,2016-10-24,2,0,0
91afe119,27.183,-16.915,2016-10-24,2,0,0
9206d4f3,27.039,-16.842,2016-10-24,2,0,0
926caf97,26.869,-16.61,2016-10-24,2,0,0
92a9664f,28.903,-13.574,2016-10-24,2,0,0
930b2f35,27.44,-16.291,2016-10-24,2,NA,0
9344ba63,27.235,-16.732,2016-10-24,2,0,1
93474fad,26.761,-16.472,2016-10-24,2,0,0
9385fcbe,28.646,-13.826,2016-10-24,2,0,0
947482a8,27.255,-16.916,2016-10-24,2,0,0
94c05d4e,26.868,-16.617,2016-10-24,2,NA,0
94fc37ca,26.775,-16.859,2016-10-24,2,NA,0
9678853b,26.869,-16.619,2016-10-24,2,0,0
96b6d097,26.995,-16.953,2016-10-24,2,0,0
975ffe94,26.831,-16.818,2016-10-24,2,0,0
97f5bf98,26.772,-16.391,2016-10-24,2,0,0
98123b60,28.65,-14.697,2016-10-24,2,0,1
9814974d,26.967,-16.821,2016-10-24,2,0,0
98d64487,26.817,-16.608,2016-10-24,2,0,0
99dc8db6,27.182,-16.917,2016-10-24,2,0,0
9a22652d,26.809,-16.603,2016-10-24,2,0,1
9a5a547c,26.779,-16.859,2016-10-24,2,0,0
9a8786eb,27.258,-16.929,2016-10-24,2,NA,0
9a9761bb,28.649,-13.836,2016-10-24,2,0,0
9b0033a8,25.488,-12.108,2016-10-24,2,0,0
9c0d1075,27.097,-16.96,2016-10-24,2,0,0
9c5f30d9,26.863,-16.62,2016-10-24,2,0,0
9c6f813f,27.2,-16.913,2016-10-24,2,NA,0
9e5bd11e,26.753,-12.235,2016-10-24,2,0,1
9e88a4f7,26.144,-12.556,2016-10-24,2,0,0
a00ebbbb,27.353,-15.211,2016-10-24,2,0,0
a2a144a1,26.862,-16.578,2016-10-24,2,NA,0
a3016253,27.299,-16.753,2016-10-24,2,0,0
a30b3bde,27.048,-16.926,2016-10-24,2,0,0
a43af521,27.264,-16.921,2016-10-24,2,0,NA
a50d4f55,27.016,-16.932,2016-10-24,2,0,0
a5ad178a,27.06,-17.005,2016-10-24,2,0,0
a5bb7274,26.936,-16.744,2016-10-24,2,0,0
a5db60b7,27.275,-16.884,2016-10-24,2,0,1
a5f6bf50,27,-16.916,2016-10-24,2,0,0
a6d1ad26,26.775,-12.197,2016-10-24,2,NA,1
a7b10699,28.649,-13.83,2016-10-24,2,NA,0
a85004ef,26.94,-16.501,2016-10-24,2,0,0
a857c6cb,27.039,-16.842,2016-10-24,2,0,0
a8edaee8,26.98,-16.916,2016-10-24,2,0,0
aa5f0d29,26.951,-16.727,2016-10-24,2,0,0
aac48cd5,27.05,-17.003,2016-10-24,2,0,0
ab7b92b3,32.245,-10.32,2016-10-24,2,0,0
ace80c2e,27.306,-16.931,2016-10-24,2,0,0
ad6a6d59,27.285,-16.9,2016-10-24,2,0,0
ae41c6d0,26.762,-16.471,2016-10-24,2,0,0
af430afb,27.304,-16.793,2016-10-24,2,0,0
b00aed40,26.775,-12.202,2016-10-24,2,0,0
b097b7db,26.803,-16.553,2016-10-24,2,NA,0
b0e82f78,27.339,-16.834,2016-10-24,2,0,0
b3d90826,26.922,-16.526,2016-10-24,2,0,0
b4a51504,26.944,-16.471,2016-10-24,2,0,0
b6b9017d,26.959,-16.758,2016-10-24,2,NA,0
b825d94e,27.113,-16.773,2016-10-24,2,0,0
b89376a6,27.237,-16.733,2016-10-24,2,0,0
b92fc9c0,26.931,-14.519,2016-10-24,2,0,0
b9a107a7,28.659,-13.383,2016-10-24,2,0,0
ba5973c2,26.835,-16.815,2016-10-24,2,0,0
ba913ba0,26.86,-16.598,2016-10-24,2,0,0
bb4616c2,27.102,-16.906,2016-10-24,2,0,0
bc14d354,28.669,-13.23,2016-10-24,2,NA,0
bd03ac93,27.014,-16.92,2016-10-24,2,0,0
bd4009d4,24.999,-13.466,2016-10-24,2,0,0
bd435876,27.271,-16.784,2016-10-24,2,0,0
be8276ce,26.773,-16.389,2016-10-24,2,0,0
be904a62,26.788,-16.843,2016-10-24,2,0,0
bec93f73,26.806,-16.842,2016-10-24,2,0,0
c0956226,25.002,-13.47,2016-10-24,2,NA,0
c0a6cc0a,27.285,-16.872,2016-10-24,2,0,0
c0b44f43,26.7,-16.253,2016-10-24,2,0,0
c0dd9cac,32.311,-10.098,2016-10-24,2,NA,0
c124742c,27.209,-16.917,2016-10-24,2,0,0
c152455a,27.085,-16.934,2016-10-24,2,0,0
c26611bd,27.451,-16.28,2016-10-24,2,0,0
c32d45ee,27.068,-16.939,2016-10-24,2,NA,0
c41a5503,32.315,-10.098,2016-10-24,2,0,0
c42827cf,27.096,-16.949,2016-10-24,2,0,0
c56ed10c,26.967,-16.821,2016-10-24,2,0,0
c647d0ba,27.111,-16.933,2016-10-24,2,NA,0
c7514c14,26.961,-16.721,2016-10-24,2,0,0
c7d6f91c,26.831,-16.817,2016-10-24,2,0,0
c90931aa,27.274,-16.871,2016-10-24,2,NA,0
c946796f,27.004,-16.841,2016-10-24,2,0,0
c98d6fab,26.928,-14.554,2016-10-24,2,0,0
c9be2a2e,26.823,-16.608,2016-10-24,2,NA,0
c9f5f663,27.128,-16.779,2016-10-24,2,0,0
ca04c2b6,26.69,-16.252,2016-10-24,2,NA,0
ca1e5256,26.954,-16.7,2016-10-24,2,0,0
ca4ae55a,26.866,-16.676,2016-10-24,2,0,0
cc230be1,27.286,-16.788,2016-10-24,2,0,0
cc52b149,26.799,-16.825,2016-10-24,2,NA,0
cca69f84,26.974,-16.752,2016-10-24,2,0,0
cdcc9666,27.293,-16.747,2016-10-24,2,0,0
cf95d0b8,27.004,-16.841,2016-10-24,2,0,0
d16f790f,27.016,-16.932,2016-10-24,2,0,0
d1ef6a21,27.091,-15.4,2016-10-24,2,0,0
d263ea45,26.827,-16.82,2016-10-24,2,0,0
d3256de1,27.338,-15.194,2016-10-24,2,0,0
d3e5073a,26.719,-15.722,2016-10-24,2,0,0
d410cd79,26.936,-16.479,2016-10-24,2,0,0
d498aafe,27.009,-17.005,2016-10-24,2,0,0
d547ed48,26.691,-16.262,2016-10-24,2,0,0
d644ee96,26.867,-16.61,2016-10-24,2,0,0
d87b2ba4,27.11,-17.202,2016-10-24,2,NA,0
d89e31a7,26.955,-16.913,2016-10-24,2,NA,0
d9297c58,27.095,-16.891,2016-10-24,2,NA,0
d9ce012d,27.325,-16.757,2016-10-24,2,0,0
d9f7662d,28.678,-13.221,2016-10-24,2,0,0
dbc2d431,32.253,-10.318,2016-10-24,2,NA,0
dcc27ec3,29.578,-13.587,2016-10-24,2,NA,0
de53b089,27.009,-17.005,2016-10-24,2,0,0
dea21f52,27.097,-16.899,2016-10-24,2,0,0
dec8fc25,26.943,-16.734,2016-10-24,2,0,0
df1604d4,27.271,-16.784,2016-10-24,2,0,0
df56340d,27.456,-16.287,2016-10-24,2,0,0
e0bd44cb,26.82,-16.834,2016-10-24,2,0,0
e1825268,26.942,-16.501,2016-10-24,2,NA,0
e2510e54,27.123,-16.922,2016-10-24,2,0,0
e27cd268,27.056,-16.935,2016-10-24,2,0,0
e340de50,26.956,-16.738,2016-10-24,2,0,0
e34bba70,27.093,-16.955,2016-10-24,2,0,0
e35de09f,26.815,-16.608,2016-10-24,2,0,0
e36fdd30,26.947,-16.746,2016-10-24,2,0,0
e39eb833,25.834,-12.329,2016-10-24,2,NA,0
e4899f8b,26.984,-16.944,2016-10-24,2,0,0
e4b16f8e,32.311,-10.087,2016-10-24,2,NA,0
e50ddf16,26.833,-16.816,2016-10-24,2,0,0
e56ece45,26.788,-16.86,2016-10-24,2,NA,0
e589c762,27.11,-17.205,2016-10-24,2,0,0
e6c01a65,27.032,-16.961,2016-10-24,2,0,0
e6c88812,33.327,-12.402,2016-10-24,2,NA,0
e715af5a,27.242,-16.775,2016-10-24,2,0,0
e729acc8,26.812,-16.593,2016-10-24,2,0,0
e7e416f5,28.646,-13.529,2016-10-24,2,NA,0
e7f584e2,26.877,-16.27,2016-10-24,2,0,0
e912f704,32.839,-12.676,2016-10-24,2,NA,0
e91d6065,27.135,-16.77,2016-10-24,2,0,0
e93a43a1,27.235,-16.923,2016-10-24,2,0,0
e9f45870,27.043,-16.956,2016-10-24,2,0,0
e9f6b304,27.066,-16.944,2016-10-24,2,0,0
eb3a46a8,27.446,-16.287,2016-10-24,2,0,0
ebd881fc,27.31,-16.803,2016-10-24,2,0,0
ecec693f,27.112,-16.782,2016-10-24,2,0,0
ee2f89cf,27.09,-16.971,2016-10-24,2,NA,0
eeb933eb,26.954,-14.507,2016-10-24,2,0,0
f0118efa,27.286,-16.932,2016-10-24,2,0,0
f08180bf,27.237,-16.733,2016-10-24,2,0,0
f08a0aa3,27.032,-16.961,2016-10-24,2,NA,0
f0bcb418,27.107,-16.772,2016-10-24,2,0,0
f256785d,26.869,-16.596,2016-10-24,2,NA,0
f4798847,26.977,-16.819,2016-10-24,2,0,0
f58e95e7,26.934,-16.51,2016-10-24,2,0,0
f6062450,32.189,-10.611,2016-10-24,2,0,0
f60e51e5,26.959,-16.547,2016-10-24,2,0,0
f6ebaa5b,27.3,-16.934,2016-10-24,2,0,0
f789ca13,27.283,-16.879,2016-10-24,2,0,0
f825b96c,27.06,-16.986,2016-10-24,2,NA,0
f892223e,26.974,-17.047,2016-10-24,2,0,0
f8ea87a1,31.311,-14.474,2016-10-24,2,0,1
f9938fa0,29.064,-13.726,2016-10-24,2,NA,0
fa4c6e6e,26.771,-16.393,2016-10-24,2,0,0
fb088f30,31.672,-9.026,2016-10-24,2,0,0
fb666168,26.78,-16.851,2016-10-24,2,0,0
fbdacd81,26.999,-16.956,2016-10-24,2,0,0
fbef7ba1,27.227,-16.738,2016-10-24,2,1,1
fc263f78,27.232,-16.72,2016-10-24,2,0,0
fce31f54,26.826,-16.595,2016-10-24,2,0,0
fd33886d,26.803,-16.857,2016-10-24,2,0,0
fe096545,27.26,-16.922,2016-10-24,2,NA,0
fe671804,26.875,-16.611,2016-10-24,2,0,0
fe787454,27.275,-16.892,2016-10-24,2,NA,0
fe7bd547,27.132,-16.913,2016-10-24,2,0,0
009a8424,27.256,-16.926,2016-10-31,2,0,0
00df166f,26.942,-16.504,2016-10-31,2,0,0
019d99f9,24.782,-13.199,2016-10-31,2,0,0
02671a00,27.254,-16.914,2016-10-31,2,0,0
02be9843,27.085,-15.407,2016-10-31,2,0,0
0360d642,26.825,-16.604,2016-10-31,2,0,0
03f4dcca,27.237,-16.733,2016-10-31,2,0,0
04702070,26.892,-16.275,2016-10-31,2,NA,0
05618404,26.875,-16.611,2016-10-31,2,NA,0
0610312c,26.936,-16.744,2016-10-31,2,NA,0
0649944b,27.336,-16.784,2016-10-31,2,0,0
064beba0,26.752,-16.862,2016-10-31,2,0,0
065cf44d,26.974,-16.766,2016-10-31,2,NA,0
06c32bd5,27.18,-16.913,2016-10-31,2,0,0
083a46a2,26.977,-16.765,2016-10-31,2,NA,0
08683ecf,27.284,-16.749,2016-10-31,2,0,0
08eb2224,26.912,-16.248,2016-10-31,2,0,0
0ab761d6,27.113,-16.95,2016-10-31,2,0,0
0bd19b6a,26.772,-16.86,2016-10-31,2,NA,0
0c0c6ed8,26.794,-16.843,2016-10-31,2,0,0
0c18f625,26.862,-16.674,2016-10-31,2,NA,0
0cbc4225,26.859,-16.176,2016-10-31,2,0,0
0d10b051,26.939,-16.51,2016-10-31,2,0,0
0daa4c9b,27.27,-16.876,2016-10-31,2,0,0
0e05db59,26.933,-16.058,2016-10-31,2,NA,0
0ed18f13,26.959,-16.548,2016-10-31,2,NA,0
0ed7bf8d,27.294,-16.746,2016-10-31,2,0,0
0f095777,26.815,-16.599,2016-10-31,2,0,0
0fae9736,26.776,-16.413,2016-10-31,2,1,0
116e1bcc,26.859,-16.595,2016-10-31,2,0,0
119ff66f,27.222,-16.929,2016-10-31,2,0,0
11ca3539,31.236,-9.36,2016-10-31,2,0,0
11ccfb84,27.286,-16.873,2016-10-31,2,NA,0
123d71cb,27.283,-16.872,2016-10-31,2,NA,0
130455fd,26.885,-16.589,2016-10-31,2,0,0
14e2047a,27.306,-16.742,2016-10-31,2,NA,0
14e7cec2,26.81,-16.601,2016-10-31,2,0,0
14eb1bc1,26.913,-16.251,2016-10-31,2,NA,0
15f36ed3,27.336,-15.193,2016-10-31,2,0,0
16128e91,27.1,-16.894,2016-10-31,2,0,0
186977a2,26.862,-16.674,2016-10-31,2,0,0
18a7611d,27.291,-16.741,2016-10-31,2,0,0
18e7b7a2,29.069,-13.736,2016-10-31,2,NA,0
1a3ed58f,27.276,-16.878,2016-10-31,2,0,0
1ad34415,27.094,-16.976,2016-10-31,2,0,0
221d7cbe,26.808,-16.585,2016-10-31,2,0,0
22bf98e8,29.585,-13.582,2016-10-31,2,0,0
234938f6,27.235,-16.732,2016-10-31,2,0,0
2533bbaa,26.975,-16.758,2016-10-31,2,1,0
260773a1,32.839,-12.675,2016-10-31,2,0,0
261e38c9,26.974,-16.748,2016-10-31,2,0,0
262271c1,26.828,-16.82,2016-10-31,2,0,0
26b02eaa,27.114,-16.79,2016-10-31,2,0,0
26ccd1ca,27.279,-16.926,2016-10-31,2,0,0
26d784d7,27.284,-16.749,2016-10-31,2,NA,0
28706e65,26.969,-16.723,2016-10-31,2,0,0
28c79d87,26.857,-16.191,2016-10-31,2,0,0
2a4ff8f7,32.252,-10.322,2016-10-31,2,0,0
2abd46c3,27.294,-16.744,2016-10-31,2,0,0
2b5e2dd8,26.975,-16.826,2016-10-31,2,0,0
2cad566c,26.877,-16.567,2016-10-31,2,0,0
2cf13d38,27.05,-17.003,2016-10-31,2,NA,0
2cfdc618,27.125,-16.787,2016-10-31,2,0,0
2d931107,27.041,-17.004,2016-10-31,2,NA,0
2f8a5a25,26.736,-15.06,2016-10-31,2,0,0
2fd2e505,27.239,-16.756,2016-10-31,2,0,0
30c2e51a,27.313,-16.779,2016-10-31,2,NA,0
326c7d48,27.113,-16.782,2016-10-31,2,0,0
327251ca,26.873,-16.598,2016-10-31,2,NA,0
32daae1b,28.659,-13.693,2016-10-31,2,0,0
331900d7,26.827,-16.602,2016-10-31,2,NA,0
33361d1c,26.83,-16.817,2016-10-31,2,0,0
368d706a,26.963,-16.708,2016-10-31,2,0,0
36c0532e,26.953,-16.487,2016-10-31,2,NA,0
36ccf2f8,26.77,-15.083,2016-10-31,2,NA,0
3704808d,32.252,-10.32,2016-10-31,2,0,0
377e5809,26.955,-16.729,2016-10-31,2,NA,0
381e38ea,27.293,-16.744,2016-10-31,2,0,0
38c83136,26.933,-16.463,2016-10-31,2,0,0
396e1eec,27.351,-15.212,2016-10-31,2,0,0
3a042f06,27.076,-16.952,2016-10-31,2,0,0
3ac7b239,33.325,-12.402,2016-10-31,2,NA,0
3b5c58da,26.938,-16.515,2016-10-31,2,0,0
3b6cbc47,27.059,-17.006,2016-10-31,2,NA,0
3c1ce1b6,26.762,-15.749,2016-10-31,2,0,0
3e3c2a80,26.971,-16.753,2016-10-31,2,0,0
3f603815,26.828,-16.613,2016-10-31,2,0,0
401cf5dc,26.936,-16.744,2016-10-31,2,0,0
4285ad8d,26.808,-16.835,2016-10-31,2,0,0
452b8e53,26.986,-16.91,2016-10-31,2,0,0
455b9da8,27.024,-16.899,2016-10-31,2,NA,0
4589580c,26.812,-16.601,2016-10-31,2,0,0
4602c484,25.488,-12.105,2016-10-31,2,1,0
46154734,27.225,-16.731,2016-10-31,2,0,0
46498dc8,26.975,-16.826,2016-10-31,2,0,0
46a7f978,28.678,-13.256,2016-10-31,2,0,0
46fa47e5,26.93,-17.054,2016-10-31,2,0,0
47939706,27.275,-16.884,2016-10-31,2,0,0
4824f655,24.946,-13.169,2016-10-31,2,NA,0
48635f6e,27.099,-16.964,2016-10-31,2,0,0
48b2c57f,26.781,-16.849,2016-10-31,2,NA,0
4932fac2,26.81,-16.607,2016-10-31,2,1,0
494a6547,25.369,-13.056,2016-10-31,2,NA,0
49cba362,26.895,-16.709,2016-10-31,2,0,0
49fcf7a7,26.742,-15.733,2016-10-31,2,0,0
4a6c4ac1,25.487,-12.103,2016-10-31,2,0,0
4b144665,26.94,-17.039,2016-10-31,2,0,0
4ca666fd,27.089,-16.951,2016-10-31,2,0,0
4d29e608,26.17,-12.564,2016-10-31,2,NA,1
4e8f7c6c,26.98,-16.918,2016-10-31,2,0,0
4ea3b5a7,26.956,-16.913,2016-10-31,2,0,0
4fba5ee7,27.332,-15.189,2016-10-31,2,NA,0
51d50f10,26.983,-16.765,2016-10-31,2,NA,0
529081b9,27.055,-16.937,2016-10-31,2,0,0
53d0495e,27.285,-16.872,2016-10-31,2,0,1
54d0a15c,26.941,-16.485,2016-10-31,2,0,0
55772276,26.864,-16.662,2016-10-31,2,0,0
55dc2d3f,26.965,-16.831,2016-10-31,2,NA,0
5608a7b3,27.095,-17.196,2016-10-31,2,0,0
561a6a5d,27.08,-16.972,2016-10-31,2,0,0
561bbccc,26.862,-16.674,2016-10-31,2,0,NA
5683c0a3,27.141,-17.153,2016-10-31,2,0,0
579080db,27.061,-16.985,2016-10-31,2,0,0
57c1c6e9,27.117,-16.892,2016-10-31,2,NA,0
583b4e09,27.348,-15.213,2016-10-31,2,0,0
59efe51b,27.128,-16.771,2016-10-31,2,0,0
5a7e9343,26.793,-16.838,2016-10-31,2,NA,0
5abe2dbb,26.912,-16.255,2016-10-31,2,NA,0
5ad27ec3,26.812,-16.599,2016-10-31,2,0,0
5adcb604,26.814,-16.596,2016-10-31,2,0,0
5b732fcd,26.85,-16.216,2016-10-31,2,0,0
5b8060f8,26.734,-15.734,2016-10-31,2,0,0
5c13f0ee,27.255,-16.909,2016-10-31,2,0,0
5d05bfc1,32.291,-10.098,2016-10-31,2,0,0
5e0473ca,26.821,-16.604,2016-10-31,2,NA,0
5e65fc11,27.094,-16.89,2016-10-31,2,NA,0
5e911b62,27.061,-17.004,2016-10-31,2,0,0
5ed6fa13,27.039,-16.842,2016-10-31,2,0,0
60734a06,26.989,-16.83,2016-10-31,2,NA,0
609b90dc,25.877,-12.322,2016-10-31,2,0,0
61228b69,26.802,-16.832,2016-10-31,2,0,0
6132a9b3,27.316,-16.782,2016-10-31,2,NA,0
6259ed92,28.652,-13.385,2016-10-31,2,1,0
62666abd,26.854,-16.219,2016-10-31,2,NA,0
6284f760,27.309,-16.785,2016-10-31,2,NA,0
662391ac,26.743,-15.065,2016-10-31,2,0,0
664bdf41,26.781,-16.87,2016-10-31,2,1,0
67b89e9a,26.862,-16.674,2016-10-31,2,0,0
67cbcae6,26.896,-16.704,2016-10-31,2,NA,0
67f251fe,32.315,-10.088,2016-10-31,2,NA,0
684d8902,26.966,-16.733,2016-10-31,2,NA,0
686ce602,26.868,-16.615,2016-10-31,2,0,0
6d05224a,26.853,-16.21,2016-10-31,2,0,0
6d1ac34f,26.789,-16.878,2016-10-31,2,NA,0
6d5970de,27.331,-15.186,2016-10-31,2,NA,0
6d774598,26.913,-16.25,2016-10-31,2,NA,0
6dd49f02,28.694,-13.388,2016-10-31,2,NA,1
6df8bb5e,26.977,-16.819,2016-10-31,2,0,0
6dfd9cdf,27.301,-16.816,2016-10-31,2,NA,0
6e508c11,27.236,-16.732,2016-10-31,2,NA,0
725b0836,32.321,-10.076,2016-10-31,2,0,0
730b727a,27.056,-16.934,2016-10-31,2,0,0
732af424,26.833,-16.818,2016-10-31,2,NA,0
74635a76,32.183,-10.61,2016-10-31,2,0,0
748a4af0,26.814,-16.612,2016-10-31,2,NA,0
74ccfcac,26.899,-16.856,2016-10-31,2,NA,0
74fb45af,27.142,-17.155,2016-10-31,2,0,0
75111bb0,27.346,-15.223,2016-10-31,2,0,0
7604b41b,26.939,-16.51,2016-10-31,2,0,0
76a576f2,27.305,-16.794,2016-10-31,2,NA,0
770da037,26.833,-16.817,2016-10-31,2,NA,0
7721c946,26.771,-16.394,2016-10-31,2,0,0
776d8240,26.863,-16.594,2016-10-31,2,0,0
788cab52,27.14,-17.154,2016-10-31,2,0,0
79afec99,27.326,-16.764,2016-10-31,2,0,0
7c62ae6a,26.94,-16.727,2016-10-31,2,0,0
7c6dbe51,26.886,-16.584,2016-10-31,2,NA,0
7da072ff,27.066,-16.944,2016-10-31,2,0,0
7e5b01c5,33.111,-18.111,2016-10-31,2,0,0
7ed0ad89,26.958,-16.547,2016-10-31,2,0,0
7f673186,26.974,-16.554,2016-10-31,2,0,0
7f9ab0f7,27.094,-16.976,2016-10-31,2,0,0
7fc9b3fd,26.819,-16.608,2016-10-31,2,0,0
80fa5b78,27.446,-16.286,2016-10-31,2,0,0
816acafe,26.713,-15.712,2016-10-31,2,0,0
830005c6,27.063,-17.004,2016-10-31,2,0,0
85405673,31.202,-9.556,2016-10-31,2,0,0
85867e62,27.111,-16.933,2016-10-31,2,0,0
868c621b,26.827,-16.611,2016-10-31,2,NA,0
86d2aec9,26.797,-16.877,2016-10-31,2,1,0
88462901,26.881,-16.597,2016-10-31,2,0,0
890ca2c8,27.107,-16.94,2016-10-31,2,0,0
897e4909,26.977,-16.819,2016-10-31,2,0,0
8cc611ed,26.947,-16.483,2016-10-31,2,NA,0
8cd6bd60,25.494,-12.102,2016-10-31,2,NA,0
8d2db211,26.934,-17.036,2016-10-31,2,0,0
8d3db35f,26.949,-16.727,2016-10-31,2,NA,0
8d690816,26.936,-16.744,2016-10-31,2,0,0
8da4a6d6,26.858,-16.594,2016-10-31,2,0,0
8dd5fd9f,26.864,-16.599,2016-10-31,2,0,0
8f709944,26.865,-16.599,2016-10-31,2,NA,0
9101ebb4,31.68,-8.997,2016-10-31,2,1,0
9195ad7e,26.955,-16.913,2016-10-31,2,0,0
91afe119,27.183,-16.915,2016-10-31,2,0,0
9206d4f3,27.039,-16.842,2016-10-31,2,0,0
926caf97,26.869,-16.61,2016-10-31,2,NA,0
92a9664f,28.903,-13.574,2016-10-31,2,0,0
930b2f35,27.44,-16.291,2016-10-31,2,0,0
93474fad,26.761,-16.472,2016-10-31,2,0,0
93839142,26.702,-16.256,2016-10-31,2,0,0
9385fcbe,28.646,-13.826,2016-10-31,2,0,0
947482a8,27.255,-16.916,2016-10-31,2,0,0
94fc37ca,26.775,-16.859,2016-10-31,2,NA,0
9678853b,26.869,-16.619,2016-10-31,2,NA,0
96b6d097,26.995,-16.953,2016-10-31,2,0,0
975ffe94,26.831,-16.818,2016-10-31,2,0,0
98123b60,28.65,-14.697,2016-10-31,2,NA,0
98d64487,26.817,-16.608,2016-10-31,2,0,0
9a22652d,26.809,-16.603,2016-10-31,2,0,0
9a5a547c,26.779,-16.859,2016-10-31,2,0,0
9a8786eb,27.258,-16.929,2016-10-31,2,0,0
9a9761bb,28.649,-13.836,2016-10-31,2,0,0
9b0033a8,25.488,-12.108,2016-10-31,2,1,1
9c5f30d9,26.863,-16.62,2016-10-31,2,0,0
9c6f813f,27.2,-16.913,2016-10-31,2,0,0
9d53e0b9,28.657,-13.692,2016-10-31,2,0,0
9d9960f4,26.789,-16.878,2016-10-31,2,NA,0
9e88a4f7,26.144,-12.556,2016-10-31,2,0,0
a006eab2,27.335,-16.798,2016-10-31,2,NA,0
a00ebbbb,27.353,-15.211,2016-10-31,2,0,0
a2a144a1,26.862,-16.578,2016-10-31,2,NA,0
a30b3bde,27.048,-16.926,2016-10-31,2,NA,0
a5ad178a,27.06,-17.005,2016-10-31,2,0,0
a5db60b7,27.275,-16.884,2016-10-31,2,NA,0
a5f6bf50,27,-16.916,2016-10-31,2,NA,1
a700a3a1,29.445,-13.991,2016-10-31,2,0,0
a857c6cb,27.039,-16.842,2016-10-31,2,NA,0
a8d3bcd6,26.864,-16.662,2016-10-31,2,0,0
aa5f0d29,26.951,-16.727,2016-10-31,2,0,0
aac48cd5,27.05,-17.003,2016-10-31,2,NA,0
ab7b92b3,32.245,-10.32,2016-10-31,2,0,0
abd530e7,26.981,-16.762,2016-10-31,2,0,0
ace80c2e,27.306,-16.931,2016-10-31,2,0,0
ad29db5a,27.921,-13.465,2016-10-31,2,NA,0
ad6a6d59,27.285,-16.9,2016-10-31,2,0,0
af430afb,27.304,-16.793,2016-10-31,2,NA,0
b007b592,26.858,-16.685,2016-10-31,2,0,0
b097b7db,26.803,-16.553,2016-10-31,2,NA,0
b0e82f78,27.339,-16.834,2016-10-31,2,0,0
b3d90826,26.922,-16.526,2016-10-31,2,0,0
b626ceb6,27.247,-16.734,2016-10-31,2,NA,1
b6b9017d,26.959,-16.758,2016-10-31,2,NA,0
b825d94e,27.113,-16.773,2016-10-31,2,0,0
b89376a6,27.237,-16.733,2016-10-31,2,NA,0
b92fc9c0,26.931,-14.519,2016-10-31,2,0,0
b9ece37c,28.64,-13.544,2016-10-31,2,NA,0
ba5973c2,26.835,-16.815,2016-10-31,2,0,0
ba913ba0,26.86,-16.598,2016-10-31,2,0,0
bace1435,24.948,-13.169,2016-10-31,2,NA,0
bd03ac93,27.014,-16.92,2016-10-31,2,NA,0
bd4009d4,24.999,-13.466,2016-10-31,2,0,0
bd435876,27.271,-16.784,2016-10-31,2,0,0
be8276ce,26.773,-16.389,2016-10-31,2,0,0
be904a62,26.788,-16.843,2016-10-31,2,0,0
bec93f73,26.806,-16.842,2016-10-31,2,0,0
bf8b44c4,26.791,-16.874,2016-10-31,2,NA,0
bfa90e8f,25.88,-12.324,2016-10-31,2,NA,0
c07fca86,27.084,-16.999,2016-10-31,2,0,0
c0956226,25.002,-13.47,2016-10-31,2,0,0
c0a6cc0a,27.285,-16.872,2016-10-31,2,NA,1
c0b44f43,26.7,-16.253,2016-10-31,2,0,0
c0dd9cac,32.311,-10.098,2016-10-31,2,0,0
c124742c,27.209,-16.917,2016-10-31,2,0,0
c152455a,27.085,-16.934,2016-10-31,2,NA,0
c26611bd,27.451,-16.28,2016-10-31,2,0,0
c2668cdf,27.123,-16.769,2016-10-31,2,0,0
c276acb6,26.906,-16.857,2016-10-31,2,0,0
c32d45ee,27.068,-16.939,2016-10-31,2,NA,0
c56ed10c,26.967,-16.821,2016-10-31,2,0,0
c7514c14,26.961,-16.721,2016-10-31,2,0,0
c7d6f91c,26.831,-16.817,2016-10-31,2,0,0
c7e2a514,26.81,-16.606,2016-10-31,2,NA,0
c90931aa,27.274,-16.871,2016-10-31,2,NA,0
c946796f,27.004,-16.841,2016-10-31,2,NA,0
c9be2a2e,26.823,-16.608,2016-10-31,2,0,0
ca04c2b6,26.69,-16.252,2016-10-31,2,0,0
ca1e5256,26.954,-16.7,2016-10-31,2,0,0
ca4ae55a,26.866,-16.676,2016-10-31,2,0,0
cb68f842,28.899,-13.54,2016-10-31,2,0,0
cb6d3906,31.94,-10.65,2016-10-31,2,0,1
